ville,date,temperature,humidite,pluie,vent,description,score_meteo,ideal_temp,low_rain,low_wind
Antalaha,2021-12-06,29.7,79.0,3.6,21.2,inconnu,25,False,False,False
Antalaha,2021-12-07,28.7,76.0,1.1,21.6,inconnu,30,False,False,False
Antalaha,2021-12-08,28.6,79.0,1.4,17.4,inconnu,29,False,False,False
Antalaha,2021-12-09,28.6,80.0,0.3,15.8,inconnu,32,False,True,False
Antalaha,2021-12-10,28.4,82.0,2.1,14.9,inconnu,26,False,False,True
Antalaha,2021-12-11,29.3,76.0,1.3,20.8,inconnu,31,False,False,False
Antalaha,2021-12-12,28.7,79.0,2.2,19.0,inconnu,26,False,False,False
Antalaha,2021-12-13,29.1,76.0,0.5,21.1,inconnu,33,False,True,False
Antalaha,2021-12-14,29.2,75.0,0.5,19.9,inconnu,34,False,True,False
Antalaha,2021-12-15,29.1,78.0,1.6,18.8,inconnu,29,False,False,False
Antalaha,2021-12-16,29.0,79.0,3.5,19.8,inconnu,23,False,False,False
Antalaha,2021-12-17,28.8,82.0,2.7,16.3,inconnu,25,False,False,False
Antalaha,2021-12-18,29.2,83.0,0.4,13.1,inconnu,34,False,True,True
Antalaha,2021-12-19,30.5,82.0,2.4,17.0,inconnu,29,False,False,False
Antalaha,2021-12-20,28.9,86.0,5.8,12.6,inconnu,17,False,False,True
Antalaha,2021-12-21,29.7,85.0,3.7,13.9,inconnu,24,False,False,True
Antalaha,2021-12-22,30.1,84.0,0.5,15.5,inconnu,34,False,True,False
Antalaha,2021-12-23,30.6,83.0,0.1,17.6,inconnu,35,False,True,False
Antalaha,2021-12-24,30.7,83.0,0.0,19.4,inconnu,36,False,True,False
Antalaha,2021-12-25,31.2,79.0,0.0,16.8,inconnu,36,False,True,False
Antalaha,2021-12-26,30.5,83.0,0.1,17.9,inconnu,35,False,True,False
Antalaha,2021-12-27,30.0,81.0,0.8,17.3,inconnu,34,False,True,False
Antalaha,2021-12-28,30.1,78.0,0.0,15.9,inconnu,37,False,True,False
Antalaha,2021-12-29,30.5,75.0,0.1,16.1,inconnu,37,False,True,False
Antalaha,2021-12-30,30.6,79.0,4.8,17.1,inconnu,22,False,False,False
Antalaha,2021-12-31,29.9,83.0,5.3,14.8,inconnu,20,False,False,True
Antalaha,2022-01-01,29.3,83.0,3.9,14.8,inconnu,22,False,False,True
Antalaha,2022-01-02,29.3,84.0,6.6,13.8,inconnu,15,False,False,True
Antalaha,2022-01-03,29.8,81.0,1.6,15.8,inconnu,31,False,False,False
Antalaha,2022-01-04,31.3,79.0,5.3,18.4,inconnu,20,False,False,False
Antalaha,2022-01-05,29.1,85.0,7.3,12.1,inconnu,13,False,False,True
Antalaha,2022-01-06,28.7,88.0,6.3,9.9,inconnu,16,False,False,True
Antalaha,2022-01-07,28.7,88.0,11.5,12.5,inconnu,3,False,False,True
Antalaha,2022-01-08,28.1,89.0,23.7,13.1,inconnu,1,False,False,True
Antalaha,2022-01-09,29.1,89.0,10.3,13.9,inconnu,3,False,False,True
Antalaha,2022-01-10,28.1,91.0,47.2,13.7,inconnu,0,False,False,True
Antalaha,2022-01-11,28.8,87.0,11.1,10.5,inconnu,5,False,False,True
Antalaha,2022-01-12,29.4,87.0,2.9,15.2,inconnu,25,False,False,False
Antalaha,2022-01-13,29.5,88.0,0.3,13.5,inconnu,34,False,True,True
Antalaha,2022-01-14,30.5,85.0,0.0,14.2,inconnu,36,False,True,True
Antalaha,2022-01-15,30.6,86.0,4.3,15.1,inconnu,22,False,False,False
Antalaha,2022-01-16,31.0,85.0,2.8,12.6,inconnu,29,False,False,True
